gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2449349937	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria dissimilis		SPECIES	Pseudocyphellaria dissimilis (Nyl.) D.J.Galloway & P.James	Pseudocyphellaria dissimilis (Nyl.) D. Galloway & P. James		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): Cordon right of Yunque, 450 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.6483	-78.8417							1955-02-03	3	2	1955	2601499	2601499	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13240	310/2	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:52.976Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449348956	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Podostictina	Podostictina flavicans		SPECIES	Pseudocyphellaria flavicans (Hook.f. & Taylor) Vain.	Pseudocyphellaria flavicans (Hook. & Tayl.) Vain.		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): Cordon Salsipuedes, 200 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.6317	-78.835							1955-03-13	13	3	1955	3420971	10821984	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13728	335a/6.3	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:53.021Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449348954	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria skottsbergii		SPECIES	Pseudocyphellaria skottsbergii D.Galloway	Pseudocyphellaria skottsbergii D. Galloway		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): trail up to Camote, 500 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.6333	-78.8333							1955-03-17	17	3	1955	3420791	3420791	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13629	330d/3	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:53.019Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449348951	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria crocata		SPECIES	Pseudocyphellaria crocata (L.) Vain.	Pseudocyphellaria crocata (L.) Vain.		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): West-cordon Damajuana, 600 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.65	-78.835							1955-03-09	9	3	1955	2601424	2601424	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13593	328a/11	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:53.018Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449348950	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria skottsbergii		SPECIES	Pseudocyphellaria skottsbergii D.Galloway	Pseudocyphellaria skottsbergii D. Galloway		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): trail up to Camote, 350-450 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.6333	-78.8333							1955-02-14	14	2	1955	3420791	3420791	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13566	327a/7.2	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:53.017Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449348945	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Podostictina	Podostictina flavicans		SPECIES	Pseudocyphellaria flavicans (Hook.f. & Taylor) Vain.	Pseudocyphellaria flavicans (Hook. & Tayl.) Vain.		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): Cordon Pangal-Molina, up to 700 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.65	-78.8183							1955-03-05	5	3	1955	3420971	10821984	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13467	323b/121	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:52.995Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449348944	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria berteroana		SPECIES	Pseudocyphellaria berteroana (Mont.) Redón	Pseudocyphellaria berteroana (Mont.) Redon		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): Quebrada east of Plazoleta, 250 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.6483	-78.8367							1955-02-24	24	2	1955	3421110	3421110	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13430	322a/7	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:52.980Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449348941	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria skottsbergii		SPECIES	Pseudocyphellaria skottsbergii D.Galloway	Pseudocyphellaria skottsbergii D. Galloway		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): Cordon right of Yunque, 500 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.6483	-78.8417							1955-02-03	3	2	1955	3420791	3420791	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13269	312b/8.2	D.J. Galloway		CC0_1_0		G. Kunkel	HOLOTYPE		2024-05-20T09:01:52.977Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449347972	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria dissimilis		SPECIES	Pseudocyphellaria dissimilis (Nyl.) D.J.Galloway & P.James	Pseudocyphellaria dissimilis (Nyl.) D. Galloway & P. James		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): Plazoleta del Yunque, 150-220 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.6467	-78.84							1954-12-27	27	12	1954	2601499	2601499	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13710	334/20.2	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:53.019Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449347971	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria skottsbergii		SPECIES	Pseudocyphellaria skottsbergii D.Galloway	Pseudocyphellaria skottsbergii D. Galloway		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): trail up to Camote, 350-450 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.6333	-78.8333							1955-02-14	14	2	1955	3420791	3420791	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13567	327a/10	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:53.016Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449347968	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Podostictina	Podostictina flavicans		SPECIES	Pseudocyphellaria flavicans (Hook.f. & Taylor) Vain.	Pseudocyphellaria flavicans (Hook. & Tayl.) Vain.		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): Pangal-Molina, S-side, 600 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.655	-78.82							1955-03-05	5	3	1955	3420971	10821984	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13495	324/5.5	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:53.015Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449347967	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria dissimilis		SPECIES	Pseudocyphellaria dissimilis (Nyl.) D.J.Galloway & P.James	Pseudocyphellaria dissimilis (Nyl.) D. Galloway & P. James		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): Cordon Pangal-Molina, up to 700 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.65	-78.8183							1955-03-05	5	3	1955	2601499	2601499	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13468	323b/15u	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:52.996Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449347966	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria berteroana		SPECIES	Pseudocyphellaria berteroana (Mont.) Redón	Pseudocyphellaria berteroana (Mont.) Redon		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): Quebrada east of Plazoleta, 300 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.6483	-78.8367							1955-02-24	24	2	1955	3421110	3421110	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13431	322b/4i	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:52.996Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449347965	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria dissimilis		SPECIES	Pseudocyphellaria dissimilis (Nyl.) D.J.Galloway & P.James	Pseudocyphellaria cf. dissimilis (Nyl.) D. Galloway & P. James		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): Quebrada east of Plazoleta, 200 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.6483	-78.8367							1955-02-10	10	2	1955	2601499	2601499	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13396	320/10.2	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:52.994Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449347964	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria dissimilis		SPECIES	Pseudocyphellaria dissimilis (Nyl.) D.J.Galloway & P.James	Pseudocyphellaria dissimilis (Nyl.) D. Galloway & P. James		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island).		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.6333	-78.8333							1955-03-09	9	3	1955	2601499	2601499	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13369	318c/7	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:52.979Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2449347960	85739778-f762-11e1-a439-00145eb45e9a		Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Podostictina	Podostictina flavicans		SPECIES	Pseudocyphellaria flavicans (Hook.f. & Taylor) Vain.	Pseudocyphellaria flavicans (Hook. & Tayl.) Vain.		CL	CHILE, Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): Cordon right of Yunque, 550 m.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.6483	-78.8417							1955-02-03	3	2	1955	3420971	10821984	PRESERVED_SPECIMEN	B	Lichen Herbarium Berlin	13224	309/7.2	D.J. Galloway		CC0_1_0		G. Kunkel			2024-05-20T09:01:52.975Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2434921577	4ce8e3f9-2546-4af1-b28d-e2eadf05dfd4	146b89f8-5817-469f-aae0-9a0d54e162ac	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Niorma	Teloschistes chrysophthalmus		SPECIES	Teloschistes chrysophthalmus (L.) Th.Fr.	Teloschistes chrysophthalmus	(L.) Th.Fr.	CL	Valparaiso Province. Near Casablanca, ca 10 km south of town on Camino F-90.	Valparaiso	PRESENT		1deb09e1-ded6-469a-a46e-f6329cb03b6a	-33.352706	-71.376667	10000.0						1972-09-02	2	9	1972	3429410	10948985	PRESERVED_SPECIMEN	MEL	MEL	MEL 1017265A	7040			CC_BY_4_0	Royal Botanic Gardens Board	Rundel, P.W.			2024-04-29T09:28:52.014Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2431064000	42301ebf-d36a-4e4f-a061-d37d778c2365	c9695b7e-f33b-4213-aeb2-9a53af3c4a1a	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia caesia		SPECIES	Physcia caesia (Hoffm.) Fürnr.	Physcia caesia	(Hoffm.) Fürnr.	CL	Torres del Paine National Park, c. 13 km WNW of the Park Administration, along Rio Pingo	Magellanes Prov.	PRESENT		8a226609-56b9-4b87-a0a2-767c38edd572	-51.116667	-73.15		0.016667	50.0				1989-01-16	16	1	1989	2608920	2608920	PRESERVED_SPECIMEN	HO	HO	HO 566723	1175a	M. Wedin		CC_BY_4_0		Wedin, M.			2024-01-25T07:05:53.258Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2430992929	42301ebf-d36a-4e4f-a061-d37d778c2365	722957e7-d93b-4ae9-bce2-0b76f59a1f67	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria intricata		SPECIES	Pseudocyphellaria intricata (Delise) Vain.	Pseudocyphellaria intricata	(Delise) Vain.	CL	Patagonian Channels, Isla Ruiz, B. Corbeta Papudo	Province Magallanes	PRESENT		8a226609-56b9-4b87-a0a2-767c38edd572	-50.366667	-75.333333		0.016667					1969-09-28	28	9	1969	7250256	7250256	PRESERVED_SPECIMEN	HO	HO	HO 309054	44044			CC_BY_4_0		Imshaug, H.A.;Ohlsson, K.			2024-01-25T07:05:20.320Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2430957499	42301ebf-d36a-4e4f-a061-d37d778c2365	276c8629-a1f9-4dbf-9640-0de4e93b05d6	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria intricata		SPECIES	Pseudocyphellaria intricata (Delise) Vain.	Pseudocyphellaria intricata	(Delise) Vain.	CL	Patagonian Channels, E of I. Juan	Province Magallanes	PRESENT		8a226609-56b9-4b87-a0a2-767c38edd572	-50.65	-74.6		0.016667					1969-09-30	30	9	1969	7250256	7250256	PRESERVED_SPECIMEN	HO	HO	HO 309055	44173			CC_BY_4_0		Imshaug, H.A.;Ohlsson, K.			2024-01-25T07:05:38.318Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2430891074	42301ebf-d36a-4e4f-a061-d37d778c2365	7a980002-8f82-4760-b483-0348ba5e8ab6	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea			GENUS	Usnea Dill. ex Adans., 1763	Usnea	Dill. ex Adans.	CL	Brunswick Peninsula, junction of airport and Punta Arenas-Cabeza del Mar roads, at Chabunco		PRESENT		8a226609-56b9-4b87-a0a2-767c38edd572	-53.016667	-70.833333		0.016667					1971-10-06	6	10	1971	2605982		PRESERVED_SPECIMEN	HO	HO	HO 310074	49492			CC_BY_4_0		Imshaug, H.A.;Ohlsson, K.			2024-01-25T07:05:44.716Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2430860286	42301ebf-d36a-4e4f-a061-d37d778c2365	4740b48d-fb08-4a88-9c9b-a9543f26a9ce	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria intricata		SPECIES	Pseudocyphellaria intricata (Delise) Vain.	Pseudocyphellaria intricata	(Delise) Vain.	CL	Patagonian Channels, cove of I. Chatham (E of B. Wilde)	Province Magallanes	PRESENT		8a226609-56b9-4b87-a0a2-767c38edd572	-50.65	-74.55		0.016667					1969-09-30	30	9	1969	7250256	7250256	PRESERVED_SPECIMEN	HO	HO	HO 309989	44296			CC_BY_4_0		Imshaug, H.A.;Ohlsson, K.			2024-01-25T07:05:17.814Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2430768008	42301ebf-d36a-4e4f-a061-d37d778c2365	0a0ef23c-867b-4b01-9440-2a722d3b43f5	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria intricata		SPECIES	Pseudocyphellaria intricata (Delise) Vain.	Pseudocyphellaria intricata	(Delise) Vain.	CL	Patagonian Channels, Isla Ruiz, B. Corbeta Papudo	Province Magallanes	PRESENT		8a226609-56b9-4b87-a0a2-767c38edd572	-50.366667	-75.333333		0.016667					1969-09-28	28	9	1969	7250256	7250256	PRESERVED_SPECIMEN	HO	HO	HO 310018	44086			CC_BY_4_0		Imshaug, H.A.;Ohlsson, K.			2024-01-25T07:05:39.111Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2430732237	42301ebf-d36a-4e4f-a061-d37d778c2365	eaadad91-45d8-4fbb-8417-c6607aa64fe6	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Menegazzia	Menegazzia neozelandica		SPECIES	Menegazzia neozelandica (Zahlbr.) P.James	Menegazzia neozelandica	(Zahlbr.) P.James	CL	X Región de los Lagos, Chiloé W, Cucao, Parque Nacional de Chiloé near Guarderia along path to sea	Province Chiloe	PRESENT		8a226609-56b9-4b87-a0a2-767c38edd572	-42.621944	-74.113611		2.78E-4					2000			2000	3408909	3408909	PRESERVED_SPECIMEN	HO	HO	HO 560227	00:541	A. Elvebakk & J.W. Bjerke		CC_BY_4_0		Elvebakk, A.			2024-01-25T07:06:01.857Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2430689037	42301ebf-d36a-4e4f-a061-d37d778c2365	95284c0f-70df-4e4d-9ced-cff82c6b4046	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria crocata		SPECIES	Pseudocyphellaria crocata (L.) Vain.	Pseudocyphellaria crocata	(L.) Vain.	CL	Strait of Magellan, Pto Gallant	Province Magallanes	PRESENT		8a226609-56b9-4b87-a0a2-767c38edd572	-53.683333	-72.016667		0.016667					1969-10-06	6	10	1969	2601424	2601424	PRESERVED_SPECIMEN	HO	HO	HO 310099	45008A			CC_BY_4_0		Imshaug, H.A.;Ohlsson, K.			2024-01-25T07:06:01.557Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
2429324315	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/33680804	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Niorma	Niorma chrysophthalma		SPECIES	Teloschistes chrysophthalmus (L.) Th.Fr.	Teloschistes chrysophthalmus		CL		Los Ríos	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-40.609555	-72.820083	45.0						2019-09-30T14:24:23	30	9	2019	3429410	10948985	HUMAN_OBSERVATION	iNaturalist	Observations	33680804		Claudio Maureira	2019-10-02T01:50:00	CC_BY_NC_4_0	Sebastián Lescano	Sebastián Lescano			2024-05-20T16:42:34.123Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2273846388	45385b93-1542-40b7-8d6e-9f44bd626cbe	PBUCH:SQF:849	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea florida		SPECIES	Usnea florida (L.) F.H.Wigg.	Usnea florida	Weber ex F.H.Wigg.	CL		Región de Los Lagos	PRESENT		af9cb505-df2d-46cb-8d3d-81a926c660b6	-41.72311	-73.19511							1918-02-01	1	2	1918	2606038	2606038	PRESERVED_SPECIMEN	PBUCH	SQF	849				CC_BY_NC_4_0		A. González			2024-02-15T17:37:50.889Z		INSTITUTION_MATCH_NONE
2273846365	45385b93-1542-40b7-8d6e-9f44bd626cbe	PBUCH:SQF:844	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea florida		SPECIES	Usnea florida (L.) F.H.Wigg.	Usnea florida	Weber ex F.H.Wigg.	CL		Región de Los Lagos	PRESENT		af9cb505-df2d-46cb-8d3d-81a926c660b6	-41.48917	-72.79531							1928-09-01	1	9	1928	2606038	2606038	PRESERVED_SPECIMEN	PBUCH	SQF	844				CC_BY_NC_4_0		Raúl Barros			2024-02-15T17:37:50.889Z		INSTITUTION_MATCH_NONE
2273396918	ee4d0706-38af-4bc4-8539-e17c0ca8512e	ebed3882-c180-4cf7-9115-d869fa5b2d2d	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Cora	Cora glabrata		SPECIES	Cora bovei Speg.	Cora bovei	Speg.	CL	Parque Nacional Nahuelbuta	IX Region de La Araucania	PRESENT		ead371f0-f93d-11dd-af50-b8a03c50a862	-37.8206	-73.0338			1400.0				2017-03-11	11	3	2017	5239372	5239365	PRESERVED_SPECIMEN	DUKE		402813	Chile-149	Dalforno, Manuela		CC_BY_NC_4_0		Lutzoni, François			2024-05-16T17:08:36.251Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY
2273396850	ee4d0706-38af-4bc4-8539-e17c0ca8512e	235e5002-3aab-4adb-9845-c277e1b3855b	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca			GENUS	Caloplaca Th.Fr., 1860	Caloplaca fusco-ferruginea		CL	Parque Nacional Pan de Azucar, Atacama Desert	III Region de Atacama	PRESENT		ead371f0-f93d-11dd-af50-b8a03c50a862	-26.0085	-70.6078			818.0				2017-03-09	9	3	2017	2599921		PRESERVED_SPECIMEN	DUKE		402789	Chile-16	Vargas, Reinaldo		CC_BY_NC_4_0		Lutzoni, François			2024-05-16T17:08:35.969Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY
2273396802	ee4d0706-38af-4bc4-8539-e17c0ca8512e	5c037e21-b190-4574-8343-6049569b9d09	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Platismatia	Platismatia glauca		SPECIES	Platismatia glauca (L.) W.L.Culb. & C.F.Culb.	Platismatia glauca	(L.) Culb. & C. Culb.	CL	North of Corral, on coast	XIV Region de Los Rios	PRESENT		ead371f0-f93d-11dd-af50-b8a03c50a862	-39.8624	-73.4427							2017-03-16	16	3	2017	2605342	2605342	PRESERVED_SPECIMEN	DUKE		402934	Chile-90	Vargas, Reinaldo		CC_BY_NC_4_0		Lutzoni, François			2024-05-16T17:08:35.939Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY
